text,font_size,font_color_red,font_color_green,font_color_blue,font_color_alpha,font_weight,output
"""Toward an Integration of Deep Learning and Neuroscience""",12.4678,51,102,204,1,400,0
Frontiers in Computational Neuroscience,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.LG,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Deep Learning: Methods and Applications""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Foundations and Trends in Signal Processing,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Learning Deep Architectures for AI""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Foundations and Trends in Machine Learning,12.32,51,102,204,1,400,0
CiteSeerX,12.32,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
IEEE Transactions on Pattern Analysis and Machine Intelligence,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Nature,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Neural Networks,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Human Behavior and Another Kind in Consciousness: Emerging Research and Opportunities: Emerging Research and Opportunities,12.32,51,102,204,1,400,0
Greedy layer-wise training of deep networks,12.32,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Deep belief networks""",12.4678,51,102,204,1,400,0
Scholarpedia,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Approximations by superpositions of sigmoidal functions""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
"Mathematics of Control, Signals, and Systems",16,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Neural Networks,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Neural Networks: A Comprehensive Foundation,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Fundamentals of Artificial Neural Networks,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
The Expressive Power of Neural Networks: A View from the Width,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
"""Efficient probabilistic inference in generic neural networks trained with non-probabilistic feedback""",12.4678,51,102,204,1,400,0
Nature Communications,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Machine Learning: A Probabilistic Perspective,12.32,51,102,204,1,400,0
Applied and Computational Harmonic Analysis,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Pattern Recognition and Machine Learning,12.32,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Who Is the Father of Deep Learning?""",12.4678,51,102,204,1,400,0
Cybernetics and Forecasting Techniques,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Polynomial theory of complex systems""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
"IEEE Transactions on Systems, Man and Cybernetics",12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Biol. Cybern,12.32,51,102,204,1,400,0
Rina Dechter,16,51,102,204,1,400,0
Online,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
Seppo Linnainmaa,16,51,102,204,1,400,0
"""Who Invented the Reverse Mode of Differentiation?""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Documenta Mathematica,12.32,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
"""Beyond Regression: New Tools for Prediction and Analysis in the Behavioral Sciences""",12.4678,51,102,204,1,400,0
Harvard University,12.32,51,102,204,1,400,0
"""Applications of advances in nonlinear sensitivity analysis""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
System modeling and optimization,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
et al.,12.32,51,102,204,1,400,0
Neural Computation,12.32,51,102,204,1,400,0
"""Shift-invariant pattern recognition neural network and its optical architecture""",12.4678,51,102,204,1,400,0
Proceedings of Annual Conference of the Japan Society of Applied Physics,12.32,51,102,204,1,400,0
"""Parallel distributed processing model with local space-invariant interconnections and its optical architecture""",12.4678,51,102,204,1,400,0
Applied Optics,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
"""Image processing of human corneal endothelium based on a learning network""",12.4678,51,102,204,1,400,0
Applied Optics,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
"""Computerized detection of clustered microcalcifications in digital mammograms using a shift-invariant artificial neural network""",12.4678,51,102,204,1,400,0
Medical Physics,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Pattern Recognition Letters,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Science,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Untersuchungen zu dynamischen neuronalen Netzen,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
"Diploma thesis. Institut f. Informatik, Technische Univ. Munich. Advisor: J. Schmidhuber",12.32,51,102,204,1,400,0
"""Gradient flow in recurrent nets: the difficulty of learning long-term dependencies""",12.4678,51,102,204,1,400,0
A Field Guide to Dynamical Recurrent Networks,12.32,51,102,204,1,400,0
Hierarchical Neural Networks for Image Interpretation,12.32,51,102,204,1,400,0
International Journal of Pattern Recognition and Artificial Intelligence,12.32,51,102,204,1,400,0
"Robinson, T.",16,51,102,204,1,400,0
"""A real-time recurrent error propagation network word recognition system""",12.4678,51,102,204,1,400,0
ICASSP,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Phoneme recognition using time-delay neural networks""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
"IEEE Transactions on Acoustics, Speech, and Signal Processing",12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
IEEE Signal Processing Magazine,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
"""Artificial Neural Networks and their Application to Speech/Sequence Recognition""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Neural Networks,12.32,51,102,204,1,400,0
Speech Communication,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Speech Communication,12.32,51,102,204,1,400,0
"""Acoustic Modeling with Deep Neural Networks Using Raw Time Signal for LVCSR (PDF Download Available)""",12.4678,51,102,204,1,400,0
ResearchGate,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Neural Computation,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Biologically Plausible Speech Recognition with LSTM Neural Nets""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
CiteSeerX,12.32,51,102,204,1,400,0
An application of recurrent neural networks to discriminative keyword spotting,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Google voice search: faster and more accurate""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Learning multiple layers of representation""",12.4678,51,102,204,1,400,0
Trends in Cognitive Sciences,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"Hinton, G. E.",12.32,51,102,204,1,400,0
"""A Fast Learning Algorithm for Deep Belief Nets""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Neural Computation,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"Bengio, Yoshua",16,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.LG,12.4678,51,102,204,1,400,0
Learning multiple layers of representation,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
Trends in Cognitive Sciences,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
IEEE Signal Processing Magazine,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
"""Long Short-Term Memory recurrent neural network architectures for large scale acoustic modeling""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
the original,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CL,12.4678,51,102,204,1,400,0
"""Unidirectional Long Short-Term Memory Recurrent Neural Network with Recurrent Output Layer for Low-Latency Speech Synthesis""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Google.com,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Yann LeCun,16,51,102,204,1,400,0
Online,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""New types of deep neural network learning for speech recognition and related applications: An overview (ICASSP)""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
{{ }},12.6,221,51,51,1,400,0
cite journal,16,51,102,204,1,400,0
Cite journal requires ( ),12.6,221,51,51,1,400,0
|journal=,12.6,221,51,51,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Automatic Speech Recognition: A Deep Learning Approach (Publisher: Springer),12.32,51,102,204,1,400,0
"""Deng receives prestigious IEEE Technical Achievement Award - Microsoft Research""",12.4678,51,102,204,1,400,0
Microsoft Research,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Keynote talk: 'Achievements and Challenges of Deep Learning - From Speech Analysis and Recognition To Language and Multimodal Processing' """,12.4678,51,102,204,1,400,0
Interspeech,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Roles of Pre-Training and Fine-Tuning in Context-Dependent DBN-HMMs for Real-World Speech Recognition""",12.4678,51,102,204,1,400,0
NIPS Workshop on Deep Learning and Unsupervised Feature Learning,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Conversational speech transcription using context-dependent deep neural networks""",12.4678,51,102,204,1,400,0
Interspeech,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Recent Advances in Deep Learning for Speech Research at Microsoft""",12.4678,51,102,204,1,400,0
Microsoft Research,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Nvidia CEO bets big on deep learning and VR""",12.4678,51,102,204,1,400,0
Venture Beat,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""From not working to neural networking""",12.4678,51,102,204,1,400,0
The Economist,16,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Pattern Recognition,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
A Survey of Techniques for Optimizing Deep Learning on GPUs,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
High performance convolutional neural networks for document processing,12.32,51,102,204,1,400,0
archived,12.4678,51,102,204,1,400,0
", retrieved",12.6,32,33,34,1,400,0
Neural Computation,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
CiteSeerX,12.32,51,102,204,1,400,0
"Sze, Vivienne",16,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CV,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Merck Molecular Activity Challenge""",12.4678,51,102,204,1,400,0
kaggle.com,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Multi-task Neural Networks for QSAR Predictions | Data Science Association""",12.4678,51,102,204,1,400,0
www.datascienceassn.org,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
"""Flexible, High Performance Convolutional Neural Networks for Image Classification""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
International Joint Conference on Artificial Intelligence,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
(PDF),11.97,32,33,34,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Proceedings MICCAI,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CV,12.4678,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CV,12.4678,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.LG,12.4678,51,102,204,1,400,0
"""Why Deep Learning Is Suddenly Changing Your Life""",12.4678,51,102,204,1,400,0
Fortune,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Nature,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
A Guide to Deep Learning and Neural Networks,12.32,51,102,204,1,400,0
archived,12.4678,51,102,204,1,400,0
", retrieved",12.6,32,33,34,1,400,0
"""Deep neural networks for object detection""",12.4678,51,102,204,1,400,0
Advances in Neural Information Processing Systems,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""The power of deeper networks for expressing natural functions""",12.4678,51,102,204,1,400,0
International Conference on Learning Representations,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Is Artificial Intelligence Finally Coming into Its Own?""",12.4678,51,102,204,1,400,0
MIT Technology Review,12.32,51,102,204,1,400,0
the original,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""LSTM Recurrent Networks Learn Simple Context Free and Context Sensitive Languages""",12.4678,51,102,204,1,400,0
IEEE Transactions on Neural Networks,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Sequence to Sequence Learning with Neural Networks""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Proc. NIPS,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CL,12.4678,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
cs.CL,12.4678,51,102,204,1,400,0
"""Recurrent neural network based language model""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
Interspeech,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
"""Learning Precise Timing with LSTM Recurrent Networks (PDF Download Available)""",12.4678,51,102,204,1,400,0
ResearchGate,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""Gradient-based learning applied to document recognition""",12.4678,51,102,204,1,400,0
Proceedings of the IEEE,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
CiteSeerX,12.32,51,102,204,1,400,0
"""Improving DNNs for LVCSR using rectified linear units and dropout""",12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
ICASSP,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
(PDF),11.97,32,33,34,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Data Augmentation - deeplearning.ai | Coursera""",12.4678,51,102,204,1,400,0
Coursera,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""A Practical Guide to Training Restricted Boltzmann Machines""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Scaling deep learning on GPU and knights landing clusters""",12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
The Journal of Supercomputing,12.32,51,102,204,1,400,0
arXiv,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Continuous CMAC-QRLS and its systolic array,12.4678,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
Wayback Machine,16,51,102,204,1,400,0
"""Deep Neural Networks for Acoustic Modeling in Speech Recognition""",12.4678,51,102,204,1,400,0
airesearch.com,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""GPUs Continue to Dominate the AI Accelerator Market for Now""",12.4678,51,102,204,1,400,0
InformationWeek,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""AI is changing the entire nature of computation""",12.4678,51,102,204,1,400,0
ZDNet,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
"""AI and Compute""",12.4678,51,102,204,1,400,0
OpenAI,12.32,51,102,204,1,400,0
Archived,12.4678,51,102,204,1,400,0
consumer.huawei.com,12.32,51,102,204,1,400,0
"""In-Datacenter Performance Analysis of a Tensor Processing Unit""",12.4678,51,102,204,1,400,0
ACM SIGARCH Computer Architecture News,12.32,51,102,204,1,400,0
"""Cerebras Hits the Accelerator for Deep Learning Workloads""",12.4678,51,102,204,1,400,0
Datanami,12.32,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
VentureBeat,12.32,51,102,204,1,400,0
. Retrieved,12.6,32,33,34,1,400,0
"""Logic-in-memory based on an atomically thin semiconductor""",12.4678,51,102,204,1,400,0
Nature,12.32,51,102,204,1,400,0
Bibcode,12.32,51,102,204,1,400,0
Jump up to:,12.6,51,102,204,1,400,0
Nature,12.32,51,102,204,1,400,0
